NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_13	1.20527996	1.00720754	0.88452249	0.26032239	1.24703406	1.84735925	1.10316226	0.69778025	0.9695831	0.70003059	2.00753471	1.03769446	1.93594054	0.79507825	1.17060226	0.69506861	1.15662738	0.35612978	0.50635558	0.46955128	0.55623089	1.01449275	1.03037131	0.85199427	1.00315622	0.42186941	0.76393737	0.33284954	1.1340224	0.28233065	0.94566648	0.61733144	0.62421129	1.08091913	0.97642464	1.08866628	0.82142428	0.18014299	1.09895608	0.6228933	0.70757545	1.7545566	1.215086	0.91132265	0.8079868
ASV_397	0	0	0	0	0	0.00179704	0.00207361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_820	0.0149621	0.0572907	0.15503623	0.08792345	0.10882558	0.05750535	0.02280975	0.0084273	0.04785876	0.04498911	0.04300631	0.38808086	0.04070076	0.01680927	0.05710255	0.03794915	0.22403963	0.07246827	0.2150891	0.5	0.03131101	0.02770673	0.13847815	0.12440624	0.02613433	0.0207168	0.03390845	0.01548137	0.005194	0.00568451	0.10904305	0.50578868	0.04506941	0.08066561	0.67761517	0.09106714	0.21136063	0.02627085	0.01000567	0.03548126	0.37377573	0.00583555	0.09468203	0.04591936	0.06556961
ASV_20	0.00166246	0	0.00326392	0	0.00535208	0.00359408	0.01036807	0.00505638	0	0.00179956	0	0.00168731	0.0035392	0	0.00335897	0	0	0.00207052	0.00149367	0	0	0.00426257	0.00469417	0	0	0.00376669	0	0	0	0	0.00188005	0	0.00225347	0.00230473	0	0	0	0	0.00166761	0	0	0	0.00225433	0.00176613	0.00211515
ASV_265	0.25269318	0.32526335	0.15666819	0.16550297	0.18018661	0.16532787	1.33748056	0.18877147	0.22511344	0.3041264	0.13934046	0.11304964	0.21943019	0.15128339	0.2032179	0.48335231	0.22039671	0.24846264	0.03584818	0.1650641	0.2596972	0.22378517	0.26991504	0.57679258	0.17087831	0.22788481	0.20943453	0.23028544	0.21987915	0.09474183	0.29704832	0.14808262	0.41463854	0.20051165	0.29880947	0.14280984	0.41311397	0.12760128	0.45359037	0.20500286	0.17989206	0.22758661	0.22994206	0.14658872	0.21997546
ASV_2371	0.00166246	0	0.00163196	0	0	0	0	0.00168546	0	0.00359913	0	0.00337462	0	0	0	0.00199732	0.00364292	0.00207052	0	0	0	0.00426257	0	0	0	0	0	0.00387034	0	0	0	0	0	0	0.00470566	0	0.00240183	0	0	0	0	0	0.00225433	0	0
ASV_660	0.03491156	0.00369617	0.00326392	0.01379191	0.00178403	0.00539113	0.00622084	0.01179822	0.00709019	0	0.00344051	0	0.00884799	0.02689482	0.00167949	0.00599197	0.02003606	0.02277574	0.00896205	0.00480769	0.02762736	0.00213129	0.00469417	0.01507954	0.006031	0.00941673	0	0.00193517	0.01211932	0.00757935	0.00940026	0.0076926	0.00450694	0.00460946	0.00941132	0.00620912	0.00480365	0.00562947	0.02668179	0.01182709	0	0.03890369	0	0.00353226	0.00211515
ASV_5533	0	0	0	0	0	0	0	0	0	0	0	0	0.0017696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225347	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_171	0.04488629	0.10718906	0.02774333	0.07930351	0.03568052	0.19408054	0.2965267	0.0707893	0.07799206	0.13856647	0.04300631	0.16029427	0.03893116	0.03866131	0.11084613	0.07989294	0.07285842	0.70811852	0.11351925	0.1474359	0.25048808	0.09803922	0.26756795	0.46746588	0.24325031	0.23730154	0.21741298	0.13739719	0.27528177	0.11558503	0.47565332	3.71360437	0.28168379	0.48399364	0.11058303	0.23801639	0.25219167	0.26083204	0.31684621	0.67020165	0.48370977	0.06419109	0.28179174	0.06004839	0.53513262
ASV_425	0.07979785	0.06653114	0.25621777	0.39651754	0.35145309	0.3288587	0.24468637	0.05393471	0.04076858	0.15116342	0.0326848	0.36277123	0.09555831	0.0571515	0.68858957	0.07190365	0.16210998	0.27744995	2.50489178	0.13942308	1.6171216	0.05541347	0.15021358	0.17529971	2.76018736	0.1902179	0.28323526	0.03676826	0.37916169	0.08716248	0.19928558	0.16539098	0.13520822	0.13597917	0.08940756	0.79890719	0.20655698	0.05817117	0.22679518	0.46322761	0.10993404	0.15950515	0.04508668	0.28964518	0.11633318
ASV_30	0.11138449	0.09979671	0.12239702	0.11205931	0.15699427	0.11501069	0.14930016	0.17360233	0.14180374	0.39950332	0.18750753	0.1467958	0.09201911	0.04874687	0.24184609	0.22569757	0.14207391	0.13665445	0.03584818	0.22115385	0.22838619	0.1172208	0.06571844	0.19414914	0.24727097	0.24483492	0.09175227	0.05224964	0.11599924	0.06631928	0.12032337	0.08654179	0.09464575	0.14980755	0.10587737	0.2131799	0.07926024	0.04128277	0.19010773	0.15769451	0.07995203	0.05835554	0.15780338	0.80358877	0.25381784
ASV_508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01198394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230473	0	0	0	0	0	0	0	0	0	0	0
ASV_43	0.07647294	0.06098688	0.11260526	0.10171537	0.0481687	0.05211422	0.01451529	0.02865281	0.35273681	0.0557865	0.05848859	0.04387001	0.04247036	0.13111227	0.06717947	0.0419438	0.10018032	0.01242313	0.02837981	0.01442308	0.1602387	0.09164535	0.05867718	0.06597301	0.21711598	0.02260015	0.03390845	0.02902758	0.09695459	0.08905732	0.0676819	0.02307781	0.10365964	0.01613312	0.04705661	0.02276679	0.08166206	0.12572479	0.03501984	0.05716426	0.20587647	0.01750666	0.01127167	0.02649194	0.05076357
ASV_9	0.44221306	0.60247644	0.59892943	0.24653047	0.43351828	0.53551854	0.5619492	0.24776255	1.22305729	0.37790855	0.86184652	1.58100766	1.33427712	0.35299457	0.65499983	0.28561727	0.38979254	0.42859805	0.21658277	0.24198718	0.69252588	0.43478261	0.94822325	1.43444168	0.2854673	0.17138445	1.33639174	0.40832124	0.55922021	0.14211274	1.04342922	0.25000962	0.3650622	1.05326235	1.21406051	1.07003891	1.23694007	0.65677131	0.62702198	2.56844927	1.71297222	1.63590033	0.8363579	1.00845976	0.51821143
ASV_188	0.01329964	0.06653114	0.01305568	0.04999569	0.03032844	0.07547577	0.0311042	0.02191097	0.04608622	0.06658389	0.02580379	0.10123848	0.09555831	0.07564169	0.11756407	0.01198394	0.02003606	0.07867984	0.01194939	0.00801282	0.04788743	0.01065644	0.14082524	0.03581392	0.07036166	0.11111739	0.01795153	0.00580552	0.04674596	0.04737091	0.03008084	0.12885111	0.0225347	0.0507041	0.05646793	0.02483649	0.03362556	0.02627085	0.01667612	0.06110662	0.02798321	0.01361629	0.11046236	0.00353226	0.12902407
ASV_993	0	0.00184809	0	0.00517197	0.00178403	0.00539113	0	0	0	0	0	0	0	0	0	0	0.0965374	0.00414104	0	0	0	0	0	0.00188494	0	0	0	0	0	0	0.00188005	0	0	0	0	0.01034854	0	0.02064138	0	0	0	0	0	0	0
ASV_879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_122	0.00498737	0	0.05548665	0.15688303	0.01070415	0.02695563	0.09953344	0.00674184	0.0567215	0.00899782	0.00516076	0.00843654	0.02300478	0.01849019	0.03694871	0.00798929	0.05282235	0.00414104	0.22255747	0.01121795	0.12340222	0.00213129	0.00469417	0.00565483	0.018093	0.00565004	0.05584921	0.01161103	0.02077598	0	0.84602369	0.04423247	0.14647557	0.25352048	0.10117171	0.4263598	0.13450222	0.04315926	0.05503118	0.08870316	0.24985009	0.01167111	0.04734101	0.10596775	0.0740302
ASV_94	0.0814603	0.0572907	0.05875057	0.17412292	0.05173675	0.05211422	0.04976672	0.07753114	0.08508225	0.07378214	0.05504808	0.04387001	0.07963192	0.10253652	0.07725639	0.02596521	0.06010819	0.12009027	0.01792409	0.02724359	0.03499466	0.04688832	0.02816505	0.01507954	0.030155	0.05838371	0.02592999	0.02902758	0.04155197	0.06063477	0.0676819	0.05384822	0.0833784	0.02304732	0.01646981	0.04967299	0.04563468	0.06567713	0.06503685	0.03745245	0.13391965	0.11671108	0.04959535	0.02649194	0.0740302
ASV_886	0.00498737	0.00184809	0.00652784	0.00172399	0	0.00179704	0.00414723	0.01348368	0.00354509	0.00719826	0.00344051	0.00506192	0.0017696	0.00504278	0.00167949	0.00399465	0.00546438	0.00207052	0.01194939	0.01282051	0.00552547	0.00426257	0.00234709	0.00753977	0	0.00376669	0.00598384	0.00387034	0.00173133	0.01894837	0.00564016	0.01153891	0.00676041	0.00460946	0.0235283	0	0.00480365	0.00938245	0.00166761	0.01182709	0.009994	0	0.02930634	0	0
ASV_1227	0.00166246	0	0	0	0	0	0	0	0	0	0.00172025	0	0	0	0	0	0	0	0.00149367	0	0	0	0	0.00188494	0	0	0.00199461	0	0	0	0.00188005	0	0	0	0	0	0	0	0	0	0.0019988	0	0	0	0
ASV_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450694	0	0	0	0	0	0	0	0	0	0	0	0
ASV_468	0.04322383	0.07022731	0.06201449	0.0482717	0.07314506	0.08266394	0.02073613	0.02191097	0.02304311	0.01799565	0.01892278	0.03880809	0.02654397	0.02185204	0.03023076	0.02796253	0.01639314	0.02691679	0	0.00961538	0.01841824	0.0511509	0.02816505	0.0395838	0.012062	0.05273368	0.00797846	0.01161103	0.02423865	0.01705353	0.03008084	0.02884726	0.01577429	0.01613312	0.0235283	0.01241825	0.0288219	0.01688841	0.01167328	0.02168299	0.01998801	0.01167111	0.01803467	0.01766129	0.01480604
ASV_34	0.00166246	0	0.00163196	0.00172399	0.00178403	0	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0	0	0	0.00213129	0	0	0	0	0	0	0	0.00189484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2581	0	0	0	0	0.00178403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160256	0.00184182	0	0	0	0.006031	0	0.00199461	0	0	0.00189484	0	0.0038463	0.00225347	0.00230473	0	0.00206971	0	0.00187649	0	0	0	0	0	0	0
ASV_144	0	0	0	0	0	0.00179704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6860	0.00831228	0.0147847	0.01468764	0.0155159	0.01427221	0.00718817	0.00207361	0.00674184	0.00177255	0.00899782	0.01032152	0.01181116	0.01415679	0.01176649	0.01175641	0.01398127	0.01457168	0.00414104	0.00149367	0.00480769	0.00368365	0.01918159	0.00469417	0.00188494	0.006031	0.00376669	0.00997307	0.00193517	0.00692533	0.00189484	0.00752021	0.0038463	0.00901388	0.00230473	0.00235283	0.00413942	0.0096073	0.00562947	0.00500283	0.00591354	0.0079952	0.01167111	0.00901734	0.01059678	0.01057574
ASV_100	0.02161192	0.00369617	0.00979176	0.01206793	0.01248818	0	0	0.00674184	0.00531764	0.01439652	0.01204177	0.0202477	0.01061759	0.00504278	0.00503846	0.01198394	0.01092876	0.00207052	0.00448102	0.00320513	0	0	0	0.00942472	0.012062	0.0207168	0.00598384	0.0135462	0.005194	0.00757935	0.02820079	0	0.00676041	0.00230473	0.00235283	0	0.00480365	0.04691224	0.00667045	0.01182709	0.01399161	0.00389037	0	0	0.00846059
ASV_149	0.01329964	0.00554426	0.02937529	0.02413585	0.00892013	0.00539113	0.00414723	0.07247476	0.01949801	0.01439652	0.00688101	0.02362231	0.00530879	0.01008556	0.00671795	0.01398127	0.00546438	0.00828209	0.00896205	0.01923077	0.02210189	0.00639386	0.00938835	0.0131946	0.006031	0.01318342	0.00797846	0.01741655	0.01211932	0.03600189	0.00752021	0.00576945	0.05859023	0.01152366	0	0.00206971	0.00720548	0.0356533	0.01000567	0.00985591	0.0079952	0.03501332	0.013526	0.00353226	0.00634545
ASV_590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	0.56523474	0.67455184	0.89757817	0.5809844	0.97586213	1.21120635	0.35666148	0.09270027	0.10103517	0.04678868	0.3732948	0.82846826	0.5184923	0.35803735	0.34597427	0.35152895	0.80690698	0.20498168	0.41524145	1.19230769	0.32416105	0.12787724	0.50227667	0.22807811	0.21108498	0.14313426	1.99860377	0.12772134	0.14023789	0.03031739	0.52265463	0.06731028	0.15323598	0.2627394	0.31292645	0.51121782	0.24738801	0.2495731	0.09171864	0.0532219	1.02538477	0.23925772	0.62670484	0.30200809	0.26227844
ASV_31	0.18951988	0.08870819	0.06691037	0.13791914	0.12666583	0.12758999	0.18247797	0.11798217	0.08508225	0.2789325	0.16858475	0.25478352	0.10971509	0.12270764	0.15955124	0.34953163	0.12568077	0.21119324	0.06572167	0.42628205	0.14918776	0.12361466	0.11500728	0.38264344	0.25330197	0.54617022	0.15757455	0.21480406	0.14889454	0.22169588	0.18424516	0.40193854	0.24788174	0.20512111	0.14352266	0.06623065	0.32905008	0.32275619	0.66204182	0.29764838	0.13192085	0.1906281	0.12173403	0.05121775	0.33207835
ASV_105	0.00664982	0.03880983	0.01305568	0.02585984	0.03746454	0.04312901	0.02280975	0.01011276	0.01418037	0.0305926	0.03096455	0.03374616	0.03008317	0.02185204	0.04702563	0.00998662	0.03825067	0.01656418	0.00896205	0.01602564	0.07367297	0.00852515	0.01173544	0.04523863	0.05628933	0.03390022	0.00398923	0.00387034	0.01385066	0.00947418	0.01880053	0.02884726	0.00225347	0.01152366	0.02117547	0.00620912	0.0096073	0.00562947	0.01334089	0.01971181	0.02198681	0.00194518	0.03156068	0.00529839	0.05499387
ASV_1013	0	0	0	0	0	0.00179704	0	0.00168546	0	0	0	0	0	0.00504278	0	0	0	0.00207052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230473	0	0	0	0	0	0	0	0.00194518	0	0	0
ASV_890	0	0	0	0	0	0	0	0	0	0	0	0	0.00530879	0	0	0	0	0.00207052	0	0	0	0	0	0	0	0	0	0	0.00173133	0	0	0	0.00225347	0	0	0	0	0	0	0	0	0	0	0	0
ASV_110	0.21944408	0.24949178	0.37698283	0.38272563	0.48168697	0.52653333	0.36495594	0.04382195	0.03190584	0.02339434	0.23739485	0.28346776	0.18226863	0.08740818	0.14947432	0.11784209	0.27321907	0.12009027	0.2091144	0.52564103	0.1602387	0.09590793	0.15960193	0.09801704	0.05427899	0.08286721	0.18350454	0.03483309	0.06925328	0.00757935	0.19740553	0.03653987	0.0991527	0.1382839	0.17646228	0.19248282	0.151315	0.10320692	0.06837208	0.02759654	0.31581051	0.09142368	0.88595325	0.10773388	0.10787258
ASV_860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_202	0.00332491	0.00184809	0.00163196	0.00689596	0.00356805	0	0.00207361	0	0	0	0	0.00506192	0.0035392	0.01176649	0.00839743	0	0.00182146	0	0.01344307	0.00160256	0	0	0	0.00188494	0	0.00188335	0	0	0	0	0.00188005	0.00192315	0	0.00921893	0	0	0.00240183	0	0	0	0.0059964	0.00194518	0.006763	0.00353226	0
ASV_898	0.00166246	0	0.00489588	0.00344798	0.00356805	0.00539113	0	0.00505638	0.00177255	0.00179956	0.00516076	0.01181116	0.00530879	0.00504278	0.00167949	0.00798929	0.00364292	0.01449365	0.00149367	0	0	0.00426257	0.00469417	0.00376989	0.00804133	0.00376669	0	0	0	0	0.00376011	0.00576945	0.00225347	0.00460946	0	0.00620912	0.00240183	0.01125894	0	0.00197118	0	0.00194518	0.00225433	0	0.0042303
ASV_2507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21	0.99082325	1.50619109	1.11136497	0.47582105	2.43697929	0.92188258	1.33955417	0.8123915	0.6895207	0.98076266	1.35039824	1.18617757	1.03344541	0.63202837	0.45010245	1.66976252	0.82512158	2.23202269	0.11949394	0.74679487	0.36468118	0.66922421	0.72994414	1.03106386	0.70964759	1.09422378	1.11299491	1.31785196	0.70984608	1.49313122	0.63357774	2.19431517	0.90364161	0.30883404	0.69173215	0.15522808	0.47556143	1.73762924	0.6020078	1.18862234	1.29322407	0.34040732	0.88144458	0.31790325	1.38330725
ASV_1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_79	0.03657401	0.03511366	0.00652784	0.01379191	0.01605623	0.01617338	0.06013478	0.02191097	0.03545094	0.04138998	0.00860126	0.0202477	0.0017696	0.00336185	0.03526922	0.05592506	0.03460775	0.04348096	0.01643042	0.03525641	0.03499466	0.00852515	0.04224757	0.03581392	0.03819633	0.05273368	0.00797846	0.01161103	0.02250731	0.00378967	0.02256063	0.01153891	0.01802776	0.01843785	0.07764341	0.00206971	0.03122373	0.00750596	0.0283494	0.01971181	0.009994	0.00194518	0.01127167	0.00176613	0.03384238
ASV_3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	0.03158665	0.00184809	0.00652784	0.00517197	0.02140831	0.02336155	0	0.01011276	0.01063528	0.04138998	0.00516076	0	0.00884799	0.00168093	0.00335897	0.00399465	0.00182146	0.00414104	0.04929125	0.00320513	0	0.02131287	0.00234709	0.03204403	0.31763263	0.00376669	0.00598384	0.00193517	0.00173133	0.01326386	0.00752021	0.00192315	0.00676041	0.00691419	0.0235283	0.12211276	0	0.00375298	0	0.00197118	0.0079952	0.01556148	0.01127167	0.51747585	0
ASV_645	0	0.00739235	0	0.00172399	0	0.00179704	0	0	0	0	0	0	0	0	0.00167949	0	0.00182146	0	0.00149367	0	0	0	0	0	0	0.00188335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225433	0	0
ASV_211	0.00166246	0	0	0.00172399	0	0	0	0.21405336	0	0.00719826	0	0	0	0	0.00671795	0	0	0	0.00448102	0.01121795	0	0	0	0	0	0	0	0.03870343	0.00173133	0.00568451	0.00376011	0	0.00676041	0.00691419	0.00235283	0	0.01441095	0.01688841	0.00333522	0.00197118	0	0	0	0.00176613	0
ASV_18	3.17196436	1.07743485	1.30067237	1.5964141	0.71004228	0.6451381	1.12389839	1.17982168	1.5226177	0.59565585	1.26954637	1.00563561	1.98725889	3.20048411	0.80783313	1.13647712	1.07466166	1.18433857	0.10605087	0.71153846	0.53228718	1.21270247	0.79566258	0.90288773	1.02728022	1.384259	1.35434327	0.79535559	0.66136879	1.3832307	1.24083474	0.54232855	1.60447089	0.38258545	0.79760952	0.29803792	2.10880269	1.12964666	1.08394757	0.80424198	0.67959224	1.22935673	0.80479722	0.36735487	1.67096747
ASV_488	0	0	0	0.00172399	0	0	0	0.00168546	0	0.00179956	0.00344051	0.00168731	0	0	0.00167949	0	0	0	0	0.00320513	0	0	0	0	0.00201033	0.00188335	0	0	0	0.00189484	0.00188005	0.00192315	0	0.00230473	0.00235283	0	0.00240183	0.00187649	0	0	0	0	0	0	0
ASV_154	0.01329964	0.00924044	0.00652784	0.05171968	0.00178403	0.04133197	0.05598756	0.00505638	0.00531764	0.00539869	0.01720253	0.08605271	0.01238719	0.01849019	0.03526922	0.00798929	0.02003606	0.00621157	0.0582533	0.06730769	0.06630567	0.01065644	0.03051213	0.04146875	0.01608266	0.00941673	0.04188691	0	0.00692533	0.00947418	0.00376011	0	0	0.02996151	0.01882264	0.0269062	0.00720548	0.00375298	0.00333522	0.00197118	0.01798921	0.45906359	0.02479767	0.05298388	0.00211515
ASV_367	0.00332491	0.02217705	0.02121548	0.03447979	0.04103259	0.07547577	0.03939865	0.02865281	0.00177255	0.01259695	0.01376202	0.02362231	0	0.00336185	0.00671795	0.76896958	0.00728584	0.01449365	0.01344307	0.01442308	0.20260066	0.00426257	0.02112379	0.00753977	0.006031	0.00188335	0.00797846	0.00774069	0.01038799	0.03789673	0.01128032	0	0.00450694	0.0437899	0.00705849	0.01448795	0	0.00750596	0.01334089	0.02759654	0.02598441	0.00583555	0.00450867	0.15365324	0.01269089
ASV_152	0.00498737	0	0.00326392	0	0	0	0.00207361	0	0	0	0.00172025	0.00337462	0	0	0.01175641	0.00199732	0	0	0	0.00160256	0.00184182	0.00213129	0	0	0	0	0	0	0.00346266	0	0.00940026	0.00192315	0.00225347	0	0	0.00206971	0	0.00187649	0.00500283	0	0	0	0	0	0
ASV_1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3117	0.00166246	0	0.00163196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225347	0	0	0	0.00240183	0	0	0	0	0	0	0	0
ASV_1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_771	0.03657401	0.10718906	0.06201449	0.03965175	0.07671311	0.06289647	0.03732504	0.0168546	0.02304311	0.02159477	0.01720253	0.03712078	0.01061759	0.01849019	0.03023076	0.01597859	0.01457168	0.04141044	0.24944361	0.2275641	0.05893837	0.02344416	0.07275971	0.05654829	0.07237199	0.00941673	0.02194076	0.00387034	0.01211932	0.03789673	0.03384095	0.00961575	0.038309	0.02765678	0.07058491	0.19662224	0.32905008	0.01501192	0.05336357	0.04533717	0.08394963	0.01556148	0.07213869	0.10066936	0.00846059
ASV_72	0.00332491	0.00554426	0.00163196	0.0155159	0.02497636	0	0.00207361	0.04719287	0.00177255	0.00359913	0.00344051	0.00168731	0.0035392	0.00168093	0.01175641	0	0.00182146	0	0	0	0.00368365	0	0	0	0.00402067	0	0	0.00193517	0.00346266	0.00757935	0	0	0.01577429	0.00460946	0	0	0.00240183	0.00187649	0.00333522	0.00197118	0	0.00583555	0	0	0.0042303
ASV_1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166761	0	0	0	0	0	0
ASV_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368365	0	0	0	0	0	0.00199461	0	0	0	0	0.00192315	0.00225347	0	0	0	0	0	0	0	0	0	0	0	0
ASV_964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_162	0.04156138	0.02032896	0.02284744	0.02068787	0.01605623	0.01437634	0.00622084	0.00337092	0.04963131	0.00539869	0.0326848	0.021935	0.03008317	0.02185204	0.00671795	0.03195718	0.01092876	0.00621157	0	0.01442308	0.01657642	0.01278772	0.02816505	0.04712358	0.006031	0.00753338	0.02194076	0.00387034	0.02596998	0.01136902	0.04136116	0.04807877	0.01126735	0.00230473	0.01646981	0.00827883	0.00720548	0.02251787	0.00333522	0.00985591	0.0119928	0.03306814	0.00225433	0.00176613	0.02326664
ASV_71	0.27596755	0.06283497	0.03100725	0.0155159	0.03568052	0.10063436	0.00207361	0.02865281	1.90017016	0.06658389	0.15826323	0.10123848	0.09555831	0.13111227	0.20489738	0.00399465	1.289594	0.10559662	0.01194939	0.00160256	0.00184182	0.14492754	0.09623058	0.42599713	0.37794263	0.00188335	0.18350454	0.09482342	0.22161048	0.68593084	0.02820079	0.00576945	0.01802776	0.11062712	0.11764152	0.00620912	0.00240183	0.00750596	0.02001134	0.41591926	0.009994	0.06224591	0.02705201	0.80358877	0.00846059
ASV_277	0	0	0.00326392	0	0	0.00359408	0	0	0.00886273	0	0	0	0.0035392	0.00168093	0.00503846	0	0.00364292	0	0.00149367	0	0.00184182	0.00213129	0.00704126	0.00565483	0.01608266	0	0.00398923	0.00387034	0.01558199	0.00757935	0	0	0	0.00230473	0.00235283	0.00206971	0.00240183	0	0	0.00197118	0	0	0	0.00706452	0
ASV_2930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2224	0.00332491	0.01108852	0.01142372	0.00344798	0.0071361	0.01437634	0.00829445	0.00674184	0.00354509	0	0	0.00337462	0.0017696	0.00168093	0	0	0.00364292	0.00621157	0.00448102	0	0	0.00213129	0	0.00376989	0	0.00376669	0.00398923	0	0	0	0.02820079	0	0.00225347	0.01152366	0.00470566	0.01241825	0.02161643	0.02627085	0.00166761	0.00394236	0.05796522	0.01750666	0.03381501	0.01059678	0.02961208
ASV_1592	0.01163719	0.00739235	0.00326392	0.00172399	0.00178403	0.01437634	0	0	0.00531764	0.00359913	0.00516076	0.00506192	0.00707839	0.00672371	0	0	0.00728584	0.00207052	0	0	0.00184182	0	0	0	0.00402067	0.00376669	0.0139623	0	0.00692533	0.00378967	0	0	0.00450694	0	0	0.00620912	0.00480365	0.00187649	0.00833806	0	0.0019988	0.00194518	0.00225433	0	0
ASV_1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_927	0.00498737	0.00369617	0.0081598	0.00344798	0.00356805	0.04133197	0	0.00168546	0.00709019	0.00539869	0	0.00506192	0.00707839	0.00168093	0.01343589	0	0.00182146	0.00621157	0.02837981	0.00160256	0.00184182	0.01278772	0.00704126	0.03204403	0.036186	0.00188335	0.00997307	0	0.00692533	0.00189484	0.00376011	0.00576945	0	0.00230473	0.00705849	0.00413942	0.00240183	0.00375298	0	0.00394236	0.0079952	0.00194518	0.02028901	0.10066936	0.00634545
